1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,2
11,4
12,5
13,6
14,7
15,8
16,9
17,10
18,11
19,12
20,12
21,13
22,13
23,13
24,13
25,13
26,13
27,13
28,13
29,13
30,13
31,14
32,14
33,14
34,14
35,14
36,14
37,14
38,14
39,14
40,14
41,15
42,15
43,15
44,15
45,15
46,15
47,15
48,15
49,15
50,15
51,16
52,16
53,16
54,16
55,16
56,16
57,16
58,16
59,16
60,16
61,17
62,17
63,17
64,17
65,17
66,17
67,17
68,17
69,17
70,17
71,18
72,18
73,18
74,18
75,18
76,18
77,18
78,18
79,18
80,18
81,19
82,19
83,19
84,19
85,19
86,19
87,19
88,19
89,19
90,19
91,20
92,20
93,20
94,20
95,20
96,20
97,20
98,20
99,20
100,21
101,23
102,24
103,25
104,26
105,27
106,28
107,29
108,30
109,31
110,33
111,36
112,38
113,40
114,42
115,44
116,46
117,48
118,50
119,52
120,53
121,55
122,56
123,57
124,58
125,59
126,60
127,61
128,62
129,63
130,64
131,66
132,67
133,68
134,69
135,70
136,71
137,72
138,73
139,74
140,75
141,77
142,78
143,79
144,80
145,81
146,82
147,83
148,84
149,85
150,86
151,88
152,89
153,90
154,91
155,92
156,93
157,94
158,95
159,96
160,97
161,99
162,100
163,101
164,102
165,103
166,104
167,105
168,106
169,107
170,108
171,110
172,111
173,112
174,113
175,114
176,115
177,116
178,117
179,118
180,119
181,121
182,122
183,123
184,124
185,125
186,126
187,127
188,128
189,129
190,130
191,132
192,133
193,134
194,135
195,136
196,137
197,138
198,139
199,140
200,140
201,141
202,141
203,141
204,141
205,141
206,141
207,141
208,141
209,141
210,142
211,144
212,145
213,146
214,147
215,148
216,149
217,150
218,151
219,152
220,152
221,153
222,153
223,153
224,153
225,153
226,153
227,153
228,153
229,153
230,153
231,154
232,154
233,154
234,154
235,154
236,154
237,154
238,154
239,154
240,154
241,155
242,155
243,155
244,155
245,155
246,155
247,155
248,155
249,155
250,155
251,156
252,156
253,156
254,156
255,156
256,156
257,156
258,156
259,156
260,156
261,157
262,157
263,157
264,157
265,157
266,157
267,157
268,157
269,157
270,157
271,158
272,158
273,158
274,158
275,158
276,158
277,158
278,158
279,158
280,158
281,159
282,159
283,159
284,159
285,159
286,159
287,159
288,159
289,159
290,159
291,160
292,160
293,160
294,160
295,160
296,160
297,160
298,160
299,160
300,160
301,161
302,161
303,161
304,161
305,161
306,161
307,161
308,161
309,161
310,162
311,164
312,165
313,166
314,167
315,168
316,169
317,170
318,171
319,172
320,172
321,173
322,173
323,173
324,173
325,173
326,173
327,173
328,173
329,173
330,173
331,174
332,174
333,174
334,174
335,174
336,174
337,174
338,174
339,174
340,174
341,175
342,175
343,175
344,175
345,175
346,175
347,175
348,175
349,175
350,175
351,176
352,176
353,176
354,176
355,176
356,176
357,176
358,176
359,176
360,176
361,177
362,177
363,177
364,177
365,177
366,177
367,177
368,177
369,177
370,177
371,178
372,178
373,178
374,178
375,178
376,178
377,178
378,178
379,178
380,178
381,179
382,179
383,179
384,179
385,179
386,179
387,179
388,179
389,179
390,179
391,180
392,180
393,180
394,180
395,180
396,180
397,180
398,180
399,180
400,180
401,181
402,181
403,181
404,181
405,181
406,181
407,181
408,181
409,181
410,182
411,184
412,185
413,186
414,187
415,188
416,189
417,190
418,191
419,192
420,192
421,193
422,193
423,193
424,193
425,193
426,193
427,193
428,193
429,193
430,193
431,194
432,194
433,194
434,194
435,194
436,194
437,194
438,194
439,194
440,194
441,195
442,195
443,195
444,195
445,195
446,195
447,195
448,195
449,195
450,195
451,196
452,196
453,196
454,196
455,196
456,196
457,196
458,196
459,196
460,196
461,197
462,197
463,197
464,197
465,197
466,197
467,197
468,197
469,197
470,197
471,198
472,198
473,198
474,198
475,198
476,198
477,198
478,198
479,198
480,198
481,199
482,199
483,199
484,199
485,199
486,199
487,199
488,199
489,199
490,199
491,200
492,200
493,200
494,200
495,200
496,200
497,200
498,200
499,200
500,200
501,201
502,201
503,201
504,201
505,201
506,201
507,201
508,201
509,201
510,202
511,204
512,205
513,206
514,207
515,208
516,209
517,210
518,211
519,212
520,212
521,213
522,213
523,213
524,213
525,213
526,213
527,213
528,213
529,213
530,213
531,214
532,214
533,214
534,214
535,214
536,214
537,214
538,214
539,214
540,214
541,215
542,215
543,215
544,215
545,215
546,215
547,215
548,215
549,215
550,215
551,216
552,216
553,216
554,216
555,216
556,216
557,216
558,216
559,216
560,216
561,217
562,217
563,217
564,217
565,217
566,217
567,217
568,217
569,217
570,217
571,218
572,218
573,218
574,218
575,218
576,218
577,218
578,218
579,218
580,218
581,219
582,219
583,219
584,219
585,219
586,219
587,219
588,219
589,219
590,219
591,220
592,220
593,220
594,220
595,220
596,220
597,220
598,220
599,220
600,220
601,221
602,221
603,221
